,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2816,Mahindra XUV500 W8 2WD,Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.31
2062,Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,First,17.43,1396.0,105.5,5.0,4.5
493,Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58
1564,Honda Amaze SX i-DTEC,Kolkata,2014,36000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25
2897,Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.5
969,Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7.25
1129,Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.7
1557,Honda City i DTec SV,Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.0
1324,Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,Petrol,Manual,First,20.89,1197.0,81.8,5.0,6.06
1458,Tata Nano LX,Pune,2013,4700,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.2
2321,Volkswagen Vento 1.6 Highline,Mumbai,2014,46000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,4.45
833,Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,8.2
2473,Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,Diesel,Manual,First,26.21,1248.0,88.5,5.0,9.32
293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85
2545,Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.45,1493.0,100.0,7.0,7.57
1311,Hyundai Grand i10 CRDi Magna,Delhi,2014,45000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.49
5027,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,26.0
2544,BMW 3 Series 318i Sedan,Pune,2012,39000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,15.0
2898,Audi A4 2.0 TDI Multitronic,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,20.5
1338,Hyundai Xcent 1.2 Kappa SX,Mumbai,2016,10200,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.99
1180,Honda City i DTEC S,Ahmedabad,2014,66000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7
696,Volkswagen Passat Highline DSG,Kolkata,2012,39273,Diesel,Automatic,First,14.3,1968.0,140.0,5.0,6.99
5974,Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,2016,34005,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.75
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.5
3256,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199.0,88.7,5.0,5.9
445,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77
1723,BMW 3 Series 320d Sport Line,Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19.0
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.6
3948,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2009,116000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,8.5
1495,Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.0
4713,Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,Diesel,Manual,First,25.01,1498.0,89.75,5.0,5.65
441,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75
3811,Honda Mobilio V i DTEC,Kolkata,2014,45000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.0
763,Fiat Linea Emotion,Jaipur,2011,48500,Petrol,Manual,First,16.0,1368.0,90.0,5.0,2.5
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8
5380,Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.55
2284,Audi A4 2.0 TDI 177 Bhp Premium Plus,Pune,2013,87000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,15.5
4123,Maruti Alto LXi BSIII,Hyderabad,2009,85000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.8
1734,Maruti Swift Dzire VDI,Kolkata,2014,32000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35
2757,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.62
3549,Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.45
2228,Maruti Ertiga VXI CNG,Mumbai,2016,65263,CNG,Manual,First,17.5,1373.0,80.46,7.0,7.5
1279,Honda City 1.5 EXI,Pune,2005,98437,Petrol,Manual,First,13.0,1493.0,100.0,5.0,1.15
2391,Maruti Ciaz VXi Plus,Kochi,2016,51950,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.75
2909,Hyundai Santro Xing GLS,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
842,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,47000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,41.5
3452,Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.99
4084,Hyundai i20 Sportz 1.4 CRDi,Ahmedabad,2016,74000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,6.5
4531,Honda City 1.5 S MT,Kolkata,2011,125000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.25
2531,Nissan Sunny 2011-2014 Diesel XV,Mumbai,2012,38800,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.05
2244,Hyundai i20 Magna 1.4 CRDi,Kochi,2015,64399,Diesel,Manual,First,21.9,1396.0,90.0,5.0,5.02
5115,Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.95
2241,Maruti Swift Dzire VXI,Coimbatore,2015,33195,Petrol,Manual,First,19.1,1197.0,85.8,5.0,6.26
2603,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.5
1170,Maruti Swift Dzire VXi,Mumbai,2011,58075,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.95
2822,BMW 3 Series 320d Sport Line,Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.0
1406,Ford EcoSport 1.5 TDCi Ambiente,Kolkata,2017,30000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,6.0
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198.0,77.0,5.0,4.7
492,Hyundai i10 Era,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.32
834,Volkswagen Polo GT TSI,Mumbai,2015,57022,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,6.51
4957,Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.91
1387,Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,60453,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.1
697,Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,64798,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.75
391,Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0
5563,Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2.9
4700,Hyundai i20 Sportz Petrol,Kochi,2011,62020,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.45
1012,Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5
2703,Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,3.25
1986,Volkswagen Vento Diesel Trendline,Chennai,2011,173000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.0
3085,Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,32.5
1332,Maruti Wagon R CNG LXI,Pune,2013,79494,CNG,Manual,First,33.54,998.0,67.04,5.0,2.96
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.4
1220,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,23.0
5639,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.95
4971,Toyota Corolla Altis D-4D GL,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,10.75
5713,Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,67585,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.99
4479,Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,4.87
5044,Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0
2160,Honda City i-VTEC CVT VX,Mumbai,2017,17000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.6
3468,Hyundai Grand i10 Magna,Kochi,2014,48031,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.98
5271,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.63
4206,Volkswagen Polo Diesel Comfortline 1.2L,Coimbatore,2015,46190,Diesel,Manual,First,22.07,1199.0,73.9,5.0,5.86
5989,Audi A4 35 TDI Premium Plus,Coimbatore,2013,58629,Diesel,Automatic,Second,18.25,1968.0,187.74,5.0,16.52
3208,Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.75
1623,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,2.0
4630,Land Rover Freelander 2 HSE,Mumbai,2011,82000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,13.9
2346,Mahindra Xylo D2 BSIV,Chennai,2013,234000,Diesel,Manual,Second,14.0,2489.0,95.0,8.0,3.5
1906,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,4.75
3376,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,12.0
3655,Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,16.0
2061,Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.05
4866,Maruti Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.1
2235,Maruti Ritz VDi,Kolkata,2012,39772,Diesel,Manual,First,23.2,1248.0,73.94,5.0,2.85
1333,Hyundai i20 Asta 1.4 CRDi,Chennai,2012,107000,Diesel,Manual,Second,21.27,1396.0,88.76,5.0,4.5
5218,BMW 3 Series 330d Convertible,Mumbai,2013,49000,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,29.0
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.09
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45
1904,Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,18.49
2179,Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.41
3283,Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.17
2095,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,19.0,2996.0,362.07,2.0,83.96
4556,Maruti Swift Dzire VDI,Hyderabad,2017,22000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.95
5035,Ford Figo Petrol EXI,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.75
1715,Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,7.5
4091,Honda City 1.5 S MT,Coimbatore,2012,26671,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,5.67
703,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,50484,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,31.12
5333,Maruti Ertiga VDI,Pune,2012,63001,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,6.11
5944,Ford EcoSport 1.0 Ecoboost Titanium Plus,Delhi,2015,64000,Petrol,Manual,First,18.88,999.0,123.24,5.0,6.0
5227,Toyota Corolla Altis VL,Mumbai,2008,110000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,2.75
5576,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.75
3131,Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,1.85
4651,Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,32000,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,5.55
1526,Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,Diesel,Manual,First,17.72,1968.0,108.49,5.0,7.99
5688,Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,25.44,936.0,57.6,5.0,2.25
3755,Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,4.05
4267,Mercedes-Benz E-Class 230 E AT,Kolkata,2009,28888,Petrol,Automatic,First,10.0,2496.0,157.7,5.0,7.56
695,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,62084,Diesel,Manual,First,22.77,1498.0,98.59,5.0,6.6
2617,Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25
1511,Volvo V40 Cross Country D3,Pune,2013,92000,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,16.0
412,Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05
4510,BMW 3 Series 320d Sport Line,Mumbai,2014,23000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19.9
5293,Hyundai i20 1.2 Spotz,Kochi,2018,48407,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.65
1701,Toyota Fortuner 3.0 Diesel,Pune,2011,146300,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12.25
1924,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,48.63
3918,Toyota Fortuner 4x2 AT,Hyderabad,2016,55547,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,24.99
5584,Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.55
1112,Hyundai EON Era,Jaipur,2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
1276,Maruti Wagon R LXI Minor,Jaipur,2006,65000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.5
519,Hyundai Creta 1.6 SX,Chennai,2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,8.0
5919,Jaguar F Type 5.0 V8 S,Hyderabad,2015,8000,Petrol,Automatic,First,12.5,5000.0,488.1,2.0,100.0
4865,Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.77
135,Hyundai Verna VTVT 1.6 AT SX Plus,Kochi,2019,12645,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,11.5
6004,Hyundai Getz GLE,Coimbatore,2007,66800,Petrol,Manual,First,15.3,1341.0,83.0,5.0,2.2
2140,Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.1
5823,Skoda Superb Elegance 2.0 TDI CR AT,Delhi,2014,51000,Diesel,Automatic,First,17.2,1968.0,138.03,5.0,13.0
2315,Maruti Swift VXI BSIV,Kolkata,2017,13000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.65
2586,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,20.04
3089,Honda Accord 2.4 MT,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,3.5
2030,Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.11
1753,Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,2.4
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Diesel,Automatic,Second,13.5,2987.0,282.0,5.0,25.0
5285,Maruti Celerio VXI,Hyderabad,2017,17000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.9
974,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.8
2056,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,Second,16.77,2993.0,261.49,5.0,43.6
3132,Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,2.02
3946,Maruti Swift Dzire VDI Optional,Hyderabad,2016,30000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6.0
4163,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.5
4883,Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.66
3257,Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,6.75
4817,Hyundai Elantra CRDi SX,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,15.57
383,Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77
2458,Skoda Fabia 1.2 MPI Ambiente Petrol,Hyderabad,2010,78000,Petrol,Manual,First,17.5,1198.0,75.0,5.0,3.25
848,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,57000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.95
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85
5475,Ford Figo Diesel EXI,Chennai,2011,76000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.4
591,Mahindra Quanto C2,Hyderabad,2013,80430,Diesel,Manual,Second,17.21,1493.0,100.0,7.0,3.3
4466,Land Rover Freelander 2 SE,Kochi,2014,61730,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,19.94
41,Tata Nano LX SE,Kochi,2014,19698,Petrol,Manual,First,25.4,624.0,37.5,4.0,1.53
4172,Maruti Swift Dzire LXI,Delhi,2014,56510,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.9
3021,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,4.75
3175,Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,28.63
5995,Renault Duster 85PS Diesel RxL Explore,Pune,2015,30000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.75
3356,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,5.75
669,Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.16
3193,Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,7.5
5607,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,11.5
4932,Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.72
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.03
4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0
5436,Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16.75
1763,Chevrolet Cruze LTZ,Mumbai,2011,65000,Diesel,Manual,First,17.9,1998.0,163.7,5.0,4.55
2672,Honda City 1.5 S MT,Delhi,2009,73200,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.78
2363,Hyundai Grand i10 Asta,Coimbatore,2018,20492,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.34
972,Honda Amaze SX i-VTEC,Coimbatore,2014,28246,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,4.94
2052,Renault Duster 110PS Diesel RxZ,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,5.2
5705,Chevrolet Aveo 1.4 LS,Kolkata,2007,42000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,0.75
705,Hyundai Verna 1.6 VTVT,Kochi,2017,37688,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.88
1096,Mahindra XUV300 W8 Diesel,Chennai,2012,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,7.25
4391,Nissan Sunny 2011-2014 Diesel XL,Pune,2013,125600,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.75
5831,Toyota Innova Crysta 2.4 G MT 8S,Mumbai,2017,20000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,16.5
3753,Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.61
3025,Renault KWID RXT,Mumbai,2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
233,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.8
3360,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.0
2303,Honda City ZX VTEC,Chennai,2006,109000,Petrol,Manual,First,16.9,1497.0,100.0,5.0,1.5
2270,Mini Cooper Countryman D High,Mumbai,2015,34000,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,22.0
1297,Fiat Linea Emotion (Diesel),Kolkata,2010,145000,Diesel,Manual,First,20.4,1248.0,91.7,5.0,2.6
4766,Volkswagen Vento Diesel Highline,Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.9
2770,Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.75
1901,Mahindra Ssangyong Rexton RX7,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,10.55
1370,Nissan Micra XL,Kolkata,2016,31001,Petrol,Manual,First,18.44,1198.0,75.0,5.0,3.0
4117,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2015,63000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,36.0
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99
840,Hyundai i10 Magna 1.1,Coimbatore,2014,60138,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.09
4225,Renault Duster RXZ AWD,Hyderabad,2015,63000,Diesel,Manual,Second,19.72,1461.0,108.45,5.0,8.2
2118,Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.25
4602,Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mumbai,2011,55000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,16.0
5081,Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,Diesel,Manual,First,21.64,1461.0,84.8,5.0,5.98
3917,Hyundai Elantra CRDi SX,Kolkata,2014,45000,Diesel,Manual,First,22.7,1582.0,126.24,5.0,7.0
689,Hyundai i20 Asta,Bangalore,2009,64000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,4.1
2599,Tata Xenon XT EX 4X4,Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179.0,138.03,5.0,5.9
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.9
2785,Honda Brio E MT,Kochi,2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.73
1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,2.51
4456,Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,Petrol,Manual,First,18.2,998.0,67.1,5.0,1.11
407,Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95
4702,Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.32
4786,Ford Figo Diesel ZXI,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.2
280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26
5556,Hyundai Grand i10 Sportz,Kolkata,2013,28000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.25
5589,Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,15.0
1440,Renault Duster 85PS Diesel RxL Optional,Mumbai,2013,74000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.5
